Date,Close
1/2/2019,1045.849976
1/3/2019,1016.059998
1/4/2019,1070.709961
1/7/2019,1068.390015
1/8/2019,1076.280029
1/9/2019,1074.660034
1/10/2019,1070.329956
1/11/2019,1057.189941
1/14/2019,1044.689941
1/15/2019,1077.150024
1/16/2019,1080.969971
1/17/2019,1089.900024
1/18/2019,1098.26001
1/22/2019,1070.52002
1/23/2019,1075.569946
1/24/2019,1073.900024
1/25/2019,1090.98999
1/28/2019,1070.079956
1/29/2019,1060.619995
1/30/2019,1089.060059
1/31/2019,1116.369995
2/1/2019,1110.75
2/4/2019,1132.800049
2/5/2019,1145.98999
2/6/2019,1115.22998
2/7/2019,1098.709961
2/8/2019,1095.060059
2/11/2019,1095.01001
2/12/2019,1121.369995
2/13/2019,1120.160034
2/14/2019,1121.670044
2/15/2019,1113.650024
2/19/2019,1118.560059
2/20/2019,1113.800049
2/21/2019,1096.969971
2/22/2019,1110.369995
2/25/2019,1109.400024
2/26/2019,1115.130005
2/27/2019,1116.050049
2/28/2019,1119.920044
3/1/2019,1140.98999
3/4/2019,1147.800049
3/5/2019,1162.030029
3/6/2019,1157.859985
3/7/2019,1143.300049
3/8/2019,1142.319946
3/11/2019,1175.76001
3/12/2019,1193.199951
3/13/2019,1193.319946
3/14/2019,1185.550049
3/15/2019,1184.459961
3/18/2019,1184.26001
3/19/2019,1198.849976
3/20/2019,1223.969971
3/21/2019,1231.540039
3/22/2019,1205.5
3/25/2019,1193
3/26/2019,1184.619995
3/27/2019,1173.02002
3/28/2019,1168.48999
3/29/2019,1173.310059
4/1/2019,1194.430054
4/2/2019,1200.48999
4/3/2019,1205.920044
4/4/2019,1215
4/5/2019,1207.150024
4/8/2019,1203.839966
4/9/2019,1197.25
4/10/2019,1202.160034
4/11/2019,1204.619995
4/12/2019,1217.869995
4/15/2019,1221.099976
4/16/2019,1227.130005
4/17/2019,1236.339966
4/18/2019,1236.369995
4/22/2019,1248.839966
4/23/2019,1264.550049
4/24/2019,1256
4/25/2019,1263.449951
4/26/2019,1272.180054
4/29/2019,1287.579956
4/30/2019,1188.47998
5/1/2019,1168.079956
5/2/2019,1162.609985
5/3/2019,1185.400024
5/6/2019,1189.390015
5/7/2019,1174.099976
5/8/2019,1166.27002
5/9/2019,1162.380005
5/10/2019,1164.27002
5/13/2019,1132.030029
5/14/2019,1120.439941
5/15/2019,1164.209961
5/16/2019,1178.97998
5/17/2019,1162.300049
5/20/2019,1138.849976
5/21/2019,1149.630005
5/22/2019,1151.420044
5/23/2019,1140.77002
5/24/2019,1133.469971
5/28/2019,1134.150024
5/29/2019,1116.459961
5/30/2019,1117.949951
5/31/2019,1103.630005
6/3/2019,1036.22998
6/4/2019,1053.050049
6/5/2019,1042.219971
6/6/2019,1044.339966
6/7/2019,1066.040039
6/10/2019,1080.380005
6/11/2019,1078.719971
6/12/2019,1077.030029
6/13/2019,1088.77002
6/14/2019,1085.349976
6/17/2019,1092.5
6/18/2019,1103.599976
6/19/2019,1102.329956
6/20/2019,1111.420044
6/21/2019,1121.880005
