Date,Close
12/13/2019,298.5
12/16/2019,304.209991
12/17/2019,315.480011
12/18/2019,320.799988
12/19/2019,332.220001
12/20/2019,336.899994
12/23/2019,333.100006
12/24/2019,333.200012
12/26/2019,332.630005
12/27/2019,329.089996
12/30/2019,323.309998
12/31/2019,323.570007
1/2/2020,329.809998
1/3/2020,325.899994
1/6/2020,335.829987
1/7/2020,330.75
1/8/2020,339.26001
1/9/2020,335.660004
1/10/2020,329.049988
1/13/2020,338.920013
1/14/2020,338.690002
1/15/2020,339.070007
1/16/2020,338.619995
1/17/2020,339.670013
1/21/2020,338.109985
1/22/2020,326
1/23/2020,349.600006
1/24/2020,353.160004
1/27/2020,342.880005
1/28/2020,348.519989
1/29/2020,343.160004
1/30/2020,347.73999
1/31/2020,345.089996
2/3/2020,358
2/4/2020,369.01001
2/5/2020,369.670013
2/6/2020,366.950012
2/7/2020,366.769989
2/10/2020,371.070007
2/11/2020,373.690002
2/12/2020,380.01001
2/13/2020,381.399994
2/14/2020,380.399994
2/18/2020,387.779999
2/19/2020,386.190002
2/20/2020,386
2/21/2020,380.070007
2/24/2020,368.700012
2/25/2020,360.089996
2/26/2020,379.23999
2/27/2020,371.709991
2/28/2020,369.029999
3/2/2020,381.049988
3/3/2020,368.769989
3/4/2020,383.790009
3/5/2020,372.779999
3/6/2020,368.970001
3/9/2020,346.48999
3/10/2020,364.130005
3/11/2020,349.920013
3/12/2020,315.25
3/13/2020,336.299988
3/16/2020,298.839996
3/17/2020,319.75
3/18/2020,315.470001
3/19/2020,332.029999
3/20/2020,332.829987
3/23/2020,360.269989
3/24/2020,357.320007
3/25/2020,342.390015
3/26/2020,362.98999
3/27/2020,357.119995
3/30/2020,370.959991
3/31/2020,375.5
4/1/2020,364.079987
4/2/2020,370.079987
4/3/2020,361.76001
4/6/2020,379.959991
4/7/2020,372.279999
4/8/2020,371.119995
4/9/2020,370.720001
4/13/2020,396.720001
4/14/2020,413.549988
4/15/2020,426.75
4/16/2020,439.170013
4/17/2020,422.959991
4/20/2020,437.48999
4/21/2020,433.829987
4/22/2020,421.420013
4/23/2020,426.700012
4/24/2020,424.98999
4/27/2020,421.380005
4/28/2020,403.829987
4/29/2020,411.890015
4/30/2020,419.850006
5/1/2020,415.269989
5/4/2020,428.149994
5/5/2020,424.679993
5/6/2020,434.26001
5/7/2020,436.529999
5/8/2020,435.549988
5/11/2020,440.519989
5/12/2020,431.820007
5/13/2020,438.269989
5/14/2020,441.950012
5/15/2020,454.190002
5/18/2020,452.579987
5/19/2020,451.040009
5/20/2020,447.670013
5/21/2020,436.25
5/22/2020,429.320007
5/26/2020,414.769989
5/27/2020,419.890015
5/28/2020,413.440002
5/29/2020,419.730011
6/1/2020,425.920013
6/2/2020,427.309998
6/3/2020,421.970001
6/4/2020,414.329987
6/5/2020,419.600006
6/8/2020,419.48999
6/9/2020,434.049988
6/10/2020,434.480011
6/11/2020,425.559998
6/12/2020,418.070007
6/15/2020,425.5
6/16/2020,436.130005
6/17/2020,447.769989
6/18/2020,449.869995
6/19/2020,453.720001
6/22/2020,468.040009
6/23/2020,466.26001
6/24/2020,457.850006
6/25/2020,465.910004
6/26/2020,443.399994
6/29/2020,447.23999
6/30/2020,455.040009
7/1/2020,485.640015
7/2/2020,476.890015
7/6/2020,493.809998
7/7/2020,493.160004
7/8/2020,502.779999
7/9/2020,507.76001
7/10/2020,548.72998
7/13/2020,525.5
7/14/2020,524.880005
7/15/2020,523.26001
7/16/2020,527.390015
7/17/2020,492.98999
7/20/2020,502.410004
7/21/2020,490.100006
7/22/2020,489.820007
7/23/2020,477.579987
7/24/2020,480.450012
7/27/2020,495.649994
7/28/2020,488.51001
7/29/2020,484.480011
7/30/2020,485.799988
7/31/2020,488.880005
8/3/2020,498.619995
8/4/2020,509.640015
8/5/2020,502.109985
8/6/2020,509.079987
8/7/2020,494.730011
8/10/2020,483.380005
8/11/2020,466.929993
8/12/2020,475.470001
8/13/2020,481.329987
8/14/2020,482.679993
8/17/2020,482.350006
8/18/2020,491.869995
8/19/2020,484.529999
8/20/2020,497.899994
8/21/2020,492.309998
8/24/2020,488.809998
8/25/2020,490.579987
8/26/2020,547.530029
8/27/2020,526.27002
8/28/2020,523.890015
8/31/2020,529.559998
9/1/2020,556.549988
9/2/2020,552.840027
9/3/2020,525.75
9/4/2020,516.049988
9/8/2020,507.019989
9/9/2020,500.190002
9/10/2020,480.670013
9/11/2020,482.029999
9/14/2020,476.26001
9/15/2020,495.98999
9/16/2020,483.859985
9/17/2020,470.200012
9/18/2020,469.959991
9/21/2020,487.350006
9/22/2020,491.170013
9/23/2020,470.609985
9/24/2020,473.079987
9/25/2020,482.880005
9/28/2020,490.649994
9/29/2020,493.480011
9/30/2020,500.029999
10/1/2020,527.51001
10/2/2020,503.059998
10/5/2020,520.650024
10/6/2020,505.869995
10/7/2020,534.659973
10/8/2020,531.789978
10/9/2020,539.440002
10/12/2020,539.809998
10/13/2020,554.090027
10/14/2020,541.450012
10/15/2020,541.940002
10/16/2020,530.789978
10/19/2020,530.719971
10/20/2020,525.419983
10/21/2020,489.049988
10/22/2020,485.230011
10/23/2020,488.279999
10/26/2020,488.23999
10/27/2020,488.929993
10/28/2020,486.23999
10/29/2020,504.209991
10/30/2020,475.73999
11/2/2020,484.119995
11/3/2020,487.220001
11/4/2020,496.950012
11/5/2020,513.76001
11/6/2020,514.72998
11/9/2020,470.5
11/10/2020,480.23999
11/11/2020,490.76001
11/12/2020,486.769989
11/13/2020,482.839996
11/16/2020,479.100006
11/17/2020,480.630005
11/18/2020,481.790009
11/19/2020,484.670013
11/20/2020,488.23999
11/23/2020,476.619995
11/24/2020,482.880005
11/25/2020,485
11/27/2020,491.359985
11/30/2020,490.700012
12/1/2020,504.579987
12/2/2020,503.380005
12/3/2020,497.519989
12/4/2020,498.309998
12/7/2020,515.780029
12/8/2020,512.659973
12/9/2020,493.600006
12/10/2020,501.089996
12/11/2020,503.220001
12/14/2020,522.419983
12/15/2020,519.780029
12/16/2020,524.830017
12/17/2020,532.900024
12/18/2020,534.450012
12/21/2020,528.909973
12/22/2020,527.330017
12/23/2020,514.47998
12/24/2020,513.969971
12/28/2020,519.119995
12/29/2020,530.869995
12/30/2020,524.590027
